"company_id","building_id","floor_id","space_id","day_date","hour_num","hour_is_peak","m_cnt_event_scheduled","m_cnt_event_actual","m_cnt_people_scheduled","m_cnt_people_actual","m_sum_scheduled_duration_minutes_1_3","m_sum_scheduled_duration_minutes_4_5","m_sum_scheduled_duration_minutes_6_9","m_sum_scheduled_duration_minutes_10_17","m_sum_scheduled_duration_minutes_18_plus","m_sum_duration_minutes_scheduled","m_sum_duration_minutes_actual","m_sum_available_minutes_to_book","m_sum_days_to_book","m_max_days_to_book"
2183,3802,3815,6710,"2019-09-09",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,172,172
2183,3802,3815,6710,"2019-09-09",12,FALSE,1,1,1,1,45,0,0,0,0,45,45,60,5,5
2183,3802,3815,6710,"2019-09-11",9,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,-1,-1
2183,3802,3815,6710,"2019-09-11",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,6,6
2183,3802,3815,10993,"2019-09-03",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,505,505
2183,3802,3815,10993,"2019-09-04",16,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,14,14
2183,3802,3815,10993,"2019-09-05",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,10993,"2019-09-11",9,FALSE,1,1,1,1,45,0,0,0,0,45,45,60,7,7
2183,3802,3815,10994,"2019-09-03",9,FALSE,1,1,2,2,60,0,0,0,0,60,60,60,349,349
2183,3802,3815,10994,"2019-09-05",8,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,168,168
2183,3802,3815,10994,"2019-09-10",10,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,1,1
2183,3802,3815,10994,"2019-09-10",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,10994,"2019-09-11",12,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,8,8
2183,3802,3815,10995,"2019-09-03",13,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,679,679
2183,3802,3815,11037,"2019-09-04",14,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,0,0
2183,3802,3815,11037,"2019-09-05",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,2,2
2183,3802,3815,11037,"2019-09-05",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,37,37
2183,3802,3815,11037,"2019-09-06",12,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,0,0
2183,3802,3815,11040,"2019-09-04",15,TRUE,1,1,1,1,30,0,0,0,0,30,25,60,13,13
2183,3802,3815,11040,"2019-09-04",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,12,12
2183,3802,3815,11040,"2019-09-06",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,16,16
2183,3802,3815,11040,"2019-09-11",12,FALSE,1,1,1,1,30,0,0,0,0,30,31,60,134,134
2183,3802,3815,11040,"2019-09-11",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,134,134
2183,3802,3815,11041,"2019-09-05",16,FALSE,1,1,1,1,30,0,0,0,0,30,28,60,0,0
2183,3802,3815,11041,"2019-09-11",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,2,2
2183,3802,3815,11047,"2019-09-05",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,14,14
2183,3802,3815,11047,"2019-09-05",16,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,14,14
2183,3802,3815,11047,"2019-09-06",11,TRUE,1,1,2,2,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,11047,"2019-09-06",12,FALSE,1,1,2,2,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,11047,"2019-09-06",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,11047,"2019-09-09",14,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,18,18
2183,3802,3815,11091,"2019-09-04",17,FALSE,1,1,1,1,60,0,0,0,0,60,59,60,0,0
2183,3802,3815,11091,"2019-09-05",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11091,"2019-09-06",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,11091,"2019-09-06",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,2,2
2183,3802,3815,11091,"2019-09-09",8,FALSE,1,1,2,2,30,0,0,0,0,30,31,60,0,0
2183,3802,3815,11091,"2019-09-09",9,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,11091,"2019-09-10",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11091,"2019-09-11",8,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,11177,"2019-09-10",14,TRUE,1,1,2,2,30,0,0,0,0,30,26,60,4,4
2183,3802,3815,11179,"2019-09-10",10,TRUE,1,1,1,1,60,0,0,0,0,60,57,60,5,5
2183,3802,3815,11180,"2019-09-06",14,TRUE,2,2,1,1,60,0,0,0,0,60,58,60,4,2
2183,3802,3815,11180,"2019-09-10",9,FALSE,1,1,1,1,30,0,0,0,0,30,27,60,0,0
2183,3802,3815,11180,"2019-09-10",16,FALSE,2,2,1,1,60,0,0,0,0,60,56,60,23,18
2183,3802,3815,11184,"2019-09-04",12,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,5,5
2183,3802,3815,11184,"2019-09-05",13,FALSE,1,1,1,1,45,0,0,0,0,45,45,60,2,2
2183,3802,3815,11184,"2019-09-06",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,24,24
2183,3802,3815,11184,"2019-09-06",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11184,"2019-09-09",10,TRUE,1,1,1,1,25,0,0,0,0,25,25,60,5,5
2183,3802,3815,11184,"2019-09-09",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,3,3
2183,3802,3815,11184,"2019-09-10",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,11184,"2019-09-11",14,TRUE,1,1,2,2,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11257,"2019-09-05",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,9,9
2183,3802,3815,11258,"2019-09-03",9,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,372,372
2183,3802,3815,11258,"2019-09-03",10,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,12,12
2183,3802,3815,11258,"2019-09-04",13,FALSE,1,1,1,1,15,0,0,0,0,15,15,60,91,91
2183,3802,3815,11258,"2019-09-04",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,91,91
2183,3802,3815,11258,"2019-09-05",11,TRUE,1,1,1,1,45,0,0,0,0,45,45,60,183,183
2183,3802,3815,11258,"2019-09-05",12,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,2,2
2183,3802,3815,11258,"2019-09-06",15,TRUE,1,1,3,3,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,11258,"2019-09-09",12,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,378,378
2183,3802,3815,11258,"2019-09-09",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,11258,"2019-09-09",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,6,6
2183,3802,3815,11258,"2019-09-10",8,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,22,22
2183,3802,3815,11258,"2019-09-10",9,FALSE,2,2,3,3,60,0,0,0,0,60,60,60,169,147
2183,3802,3815,11258,"2019-09-10",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,147,147
2183,3802,3815,11258,"2019-09-10",16,FALSE,1,1,3,3,50,0,0,0,0,50,50,60,63,63
2183,3802,3815,11329,"2019-09-04",10,TRUE,1,1,1,1,30,0,0,0,0,30,27,60,13,13
2183,3802,3815,11329,"2019-09-04",11,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,8,8
2183,3802,3815,11329,"2019-09-11",12,FALSE,1,1,1,1,60,0,0,0,0,60,56,60,22,22
2183,3802,3815,11329,"2019-09-11",13,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,6,6
2183,3802,3815,11360,"2019-09-05",16,FALSE,1,1,1,1,50,0,0,0,0,50,50,60,1,1
2183,3802,3815,11406,"2019-09-05",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,11406,"2019-09-06",7,FALSE,1,1,1,1,40,0,0,0,0,40,40,60,80,80
2183,3802,3815,11406,"2019-09-11",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,11746,"2019-09-03",16,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,12,12
2183,3802,3815,11746,"2019-09-03",17,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,12,12
2183,3802,3815,11746,"2019-09-03",18,FALSE,1,1,1,1,0,0,0,0,0,0,0,60,12,12
2183,3802,3815,11746,"2019-09-04",10,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,996,996
2183,3802,3815,11746,"2019-09-04",11,TRUE,1,1,3,3,15,0,0,0,0,15,15,60,1,1
2183,3802,3815,11746,"2019-09-04",12,FALSE,1,1,3,3,15,0,0,0,0,15,15,60,1,1
2183,3802,3815,11746,"2019-09-05",11,TRUE,1,1,2,2,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11777,"2019-09-03",13,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,133,133
2183,3802,3815,11777,"2019-09-04",10,TRUE,1,1,1,1,60,0,0,0,0,60,0,60,113,113
2183,3802,3815,11777,"2019-09-05",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,128,128
2183,3802,3815,11777,"2019-09-05",16,FALSE,1,1,1,1,15,0,0,0,0,15,12,60,1,1
2183,3802,3815,11777,"2019-09-05",17,FALSE,1,1,1,1,15,0,0,0,0,15,15,60,1,1
2183,3802,3815,11777,"2019-09-11",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11777,"2019-09-11",10,TRUE,1,1,1,1,60,0,0,0,0,60,0,60,5,5
2183,3802,3815,11777,"2019-09-11",15,TRUE,1,1,1,1,30,0,0,0,0,30,27,60,0,0
2183,3802,3815,11860,"2019-09-03",8,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,13,13
2183,3802,3815,11860,"2019-09-05",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,11860,"2019-09-10",13,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,69,69
2183,3802,3815,11860,"2019-09-10",17,FALSE,1,1,3,3,60,0,0,0,0,60,0,60,1,1
2183,3802,3815,11956,"2019-09-03",9,FALSE,1,1,1,1,30,0,0,0,0,30,28,60,6,6
2183,3802,3815,11956,"2019-09-05",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,30,30
2183,3802,3815,11956,"2019-09-06",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,11,11
2183,3802,3815,11956,"2019-09-09",10,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,85,85
2183,3802,3815,11956,"2019-09-10",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,11956,"2019-09-11",9,FALSE,1,1,1,1,30,0,0,0,0,30,25,60,1,1
2183,3802,3815,11956,"2019-09-11",11,TRUE,1,1,1,1,30,0,0,0,0,30,27,60,43,43
2183,3802,3815,11956,"2019-09-11",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,43,43
2183,3802,3815,11956,"2019-09-11",17,FALSE,1,1,1,1,60,0,0,0,0,60,0,60,15,15
2183,3802,3815,11961,"2019-09-03",9,FALSE,1,1,1,1,30,0,0,0,0,30,26,60,6,6
2183,3802,3815,11961,"2019-09-03",17,FALSE,1,1,1,1,30,0,0,0,0,30,28,60,652,652
2183,3802,3815,11961,"2019-09-05",10,TRUE,1,1,1,1,30,0,0,0,0,30,28,60,410,410
2183,3802,3815,11961,"2019-09-06",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,24,24
2183,3802,3815,11961,"2019-09-11",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,435,435
2183,3802,3815,12050,"2019-09-03",16,FALSE,1,1,1,1,30,0,0,0,0,30,31,60,12,12
2183,3802,3815,12050,"2019-09-03",17,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,12,12
2183,3802,3815,12050,"2019-09-06",13,FALSE,1,1,1,1,30,0,0,0,0,30,27,60,44,44
2183,3802,3815,12050,"2019-09-09",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,12050,"2019-09-10",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,12052,"2019-09-03",8,FALSE,1,1,1,1,30,0,0,0,0,30,31,60,1,1
2183,3802,3815,12052,"2019-09-06",15,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,12052,"2019-09-09",11,TRUE,1,1,1,1,25,0,0,0,0,25,25,60,11,11
2183,3802,3815,12052,"2019-09-09",15,TRUE,1,1,2,2,30,0,0,0,0,30,30,60,6,6
2183,3802,3815,12052,"2019-09-10",9,FALSE,1,1,1,1,30,0,0,0,0,30,28,60,1,1
2183,3802,3815,12052,"2019-09-11",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,12052,"2019-09-11",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,197,197
2183,3802,3815,12052,"2019-09-11",16,FALSE,1,1,1,1,30,0,0,0,0,30,26,60,5,5
2183,3802,3815,12053,"2019-09-03",11,TRUE,1,1,3,3,30,0,0,0,0,30,28,60,12,12
2183,3802,3815,12053,"2019-09-04",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,13,13
2183,3802,3815,12053,"2019-09-06",15,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,9,9
2183,3802,3815,12053,"2019-09-10",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,12053,"2019-09-11",8,FALSE,1,1,1,1,30,0,0,0,0,30,28,60,156,156
2183,3802,3815,12053,"2019-09-11",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,12067,"2019-09-09",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,5,5
2183,3802,3815,12067,"2019-09-11",14,TRUE,1,1,1,1,30,0,0,0,0,30,26,60,5,5
2183,3802,3815,12080,"2019-09-04",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,416,416
2183,3802,3815,12080,"2019-09-04",15,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,416,416
2183,3802,3815,12080,"2019-09-04",17,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,0,0
2183,3802,3815,12080,"2019-09-05",8,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,2,2
2183,3802,3815,12080,"2019-09-05",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,12080,"2019-09-05",14,TRUE,2,2,1,1,60,0,0,0,0,60,60,60,14,14
2183,3802,3815,12080,"2019-09-05",15,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,14,14
2183,3802,3815,12080,"2019-09-06",9,FALSE,1,1,1,1,45,0,0,0,0,45,45,60,2,2
2183,3802,3815,12080,"2019-09-09",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,38,38
2183,3802,3815,12080,"2019-09-09",17,FALSE,2,2,1,1,60,0,0,0,0,60,60,60,38,38
2183,3802,3815,12080,"2019-09-10",11,TRUE,1,1,1,1,45,0,0,0,0,45,45,60,18,18
2183,3802,3815,12080,"2019-09-10",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,19,19
2183,3802,3815,12080,"2019-09-10",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,19,19
2183,3802,3815,12080,"2019-09-10",15,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,19,19
2183,3802,3815,12083,"2019-09-05",13,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,1,1
2183,3802,3815,12083,"2019-09-10",10,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,40,40
2183,3802,3815,12083,"2019-09-11",16,FALSE,1,1,2,2,30,0,0,0,0,30,27,60,5,5
2183,3802,3815,12083,"2019-09-11",17,FALSE,1,1,2,2,30,0,0,0,0,30,30,60,5,5
2183,3802,3815,12084,"2019-09-03",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,12084,"2019-09-11",15,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,19,19
2183,3802,3815,12084,"2019-09-11",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,19,19
2183,3802,3815,12085,"2019-09-04",13,FALSE,1,1,1,1,45,0,0,0,0,45,45,60,0,0
2183,3802,3815,12085,"2019-09-05",9,FALSE,1,1,1,1,9,0,0,0,0,9,7,60,1,1
2183,3802,3815,12085,"2019-09-06",13,FALSE,1,1,1,1,30,0,0,0,0,30,28,60,2,2
2183,3802,3815,12085,"2019-09-06",14,TRUE,1,1,1,1,30,0,0,0,0,30,28,60,0,0
2183,3802,3815,12085,"2019-09-11",11,TRUE,1,1,1,1,30,0,0,0,0,30,27,60,6,6
2183,3802,3815,12086,"2019-09-09",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,17148,"2019-09-09",15,TRUE,1,1,1,1,60,0,0,0,0,60,0,60,14,14
2183,3802,3815,25392,"2019-09-06",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,25392,"2019-09-06",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,25396,"2019-09-05",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,29,29
2183,3802,3815,25396,"2019-09-11",11,TRUE,1,1,1,1,60,0,0,0,0,60,60,60,6,6
2183,3802,3815,25397,"2019-09-03",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,25397,"2019-09-04",11,TRUE,2,2,1,1,60,0,0,0,0,60,60,60,21,13
2183,3802,3815,25397,"2019-09-04",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,13,13
2183,3802,3815,25397,"2019-09-05",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,25397,"2019-09-09",15,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,25397,"2019-09-10",8,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,25397,"2019-09-10",9,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,25397,"2019-09-10",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,25397,"2019-09-10",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,6,6
2183,3802,3815,25397,"2019-09-10",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,5,5
2183,3802,3815,25397,"2019-09-11",11,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,126,126
2183,3802,3815,25399,"2019-09-09",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,12,12
2183,3802,3815,25411,"2019-09-09",11,TRUE,1,1,3,3,30,0,0,0,0,30,30,60,10,10
2183,3802,3815,25411,"2019-09-09",12,FALSE,1,1,3,3,30,0,0,0,0,30,30,60,10,10
2183,3802,3815,25411,"2019-09-10",7,FALSE,1,1,2,2,30,0,0,0,0,30,30,60,6,6
2183,3802,3815,25411,"2019-09-10",13,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,25,25
2183,3802,3815,31689,"2019-09-03",14,TRUE,1,1,2,2,30,0,0,0,0,30,30,60,12,12
2183,3802,3815,31689,"2019-09-03",15,TRUE,1,1,2,2,30,0,0,0,0,30,30,60,12,12
2183,3802,3815,31689,"2019-09-04",12,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,28,28
2183,3802,3815,31689,"2019-09-04",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,7,7
2183,3802,3815,31689,"2019-09-09",10,TRUE,1,1,5,5,0,60,0,0,0,60,60,60,11,11
2183,3802,3815,31691,"2019-09-06",9,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,31691,"2019-09-09",16,FALSE,1,1,1,1,60,0,0,0,0,60,60,60,13,13
2183,3802,3815,31693,"2019-09-04",16,FALSE,1,1,1,1,30,0,0,0,0,30,25,60,0,0
2183,3802,3815,31693,"2019-09-05",10,TRUE,1,1,1,1,30,0,0,0,0,30,31,60,9,9
2183,3802,3815,31693,"2019-09-05",17,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3815,31693,"2019-09-09",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,31693,"2019-09-10",12,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,4,4
2183,3802,3815,31693,"2019-09-10",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,1,1
2183,3802,3815,31693,"2019-09-11",13,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,197,197
2183,3802,3816,25761,"2019-09-04",13,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,26,26
2183,3802,3816,25761,"2019-09-04",14,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,26,26
2183,3802,3816,25761,"2019-09-05",12,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,1,1
2183,3802,3816,25761,"2019-09-06",12,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,13,13
2183,3802,3816,25761,"2019-09-09",14,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,678,678
2183,3802,3816,25761,"2019-09-09",16,FALSE,1,1,2,2,30,0,0,0,0,30,30,60,0,0
2183,3802,3816,25761,"2019-09-10",16,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,0,0
2183,3802,3816,25767,"2019-09-05",14,TRUE,1,1,1,1,30,0,0,0,0,30,27,60,37,37
2183,3802,3816,25767,"2019-09-05",15,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,37,37
2183,3802,3816,25767,"2019-09-06",13,FALSE,1,1,1,1,25,0,0,0,0,25,21,60,0,0
2183,3802,3816,25767,"2019-09-10",13,FALSE,1,1,1,1,60,0,0,0,0,60,59,60,140,140
2183,3802,3816,25767,"2019-09-10",14,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,476,476
2183,3802,3816,25767,"2019-09-11",13,FALSE,1,1,1,1,30,0,0,0,0,30,30,60,5,5
2183,3802,3816,25768,"2019-09-09",10,TRUE,1,1,1,1,30,0,0,0,0,30,30,60,507,507
2183,3802,3816,25768,"2019-09-10",11,TRUE,1,1,1,1,30,0,0,0,0,30,29,60,1,1
2183,3802,3816,25768,"2019-09-10",12,FALSE,1,1,1,1,30,0,0,0,0,30,29,60,5,5
2183,3802,3816,25768,"2019-09-11",9,FALSE,1,1,1,1,30,0,0,0,0,30,26,60,7,7
